284.0945,147.0289,762,658.7537,171.0145,827,0
284.0927,147.0503,758.5,658.8842,171.2287,819,32.012800000608
284.0636,147.0647,765.5,658.7457,171.0392,825,63.4752000048757
284.0743,147.0072,767.5,658.8366,171.1017,821,95.5776000022888
284.0371,147.0362,768,658.774,171.0436,818.5,127.475200004876
284.0737,147.0724,767,658.6616,170.9749,830,175.807999998331
284.0722,147.1582,773.5,658.875,171.1846,813.5,207.654399998486
284.156,147.0152,767,659.2078,171.9708,799.5,239.462400004268
284.0713,146.9488,755.5,658.9648,171.5662,827.5,271.38560000062
284.1453,147.099,771,658.9081,171.2364,820,303.334399998188
284.0653,147.1627,763,658.9036,171.2951,819,335.500799998641
284.0474,146.9581,759.5,658.773,171.1232,830.5,367.411200001836
284.2354,146.8266,764,658.9579,171.5282,819.5,399.948800005019
284.0496,147.0267,760,658.8775,171.3073,824.5,431.462400004268
284.0625,147.1553,760,658.8611,171.259,818.5,463.44960000366
284.0281,146.9919,765.5,658.7197,171.0528,826.5,512.473600000143
283.9976,147.121,767.5,658.8869,171.208,818,543.577600002289
284.0995,146.9957,770.5,658.6888,170.8642,827,590.694400005043
284.065,147.0105,761.5,658.885,171.297,820.5,610.841600000858
284.0241,147.1185,766.5,658.856,171.0463,824,639.590400002897
284.1521,146.8203,760.5,658.8718,171.1946,826.5,671.372800000012
284.0046,146.9809,766.5,658.8886,171.1992,820,703.462400004268
284.1215,147.0015,765.5,658.9578,171.3053,821,735.769600003958
284.0526,147.0788,763.5,658.8023,171.0178,824.5,767.411200001836
284.021,147.1235,769.5,658.9734,171.3258,821,799.859200000763
284.1187,146.9598,770.5,658.9261,171.2601,821.5,832.051200002432
284.1064,146.9407,764.5,658.9153,171.2386,823,879.475200004876
284.0866,147.0359,771.5,658.8779,171.2721,816.5,911.487999998033
284.0413,147.1131,770.5,658.8598,171.2866,831,943.679999999702
284.1007,146.9426,761,658.754,171.0716,819,975.820799998939
284.04,147.0685,762,658.8429,171.2265,821,1007.71840000153
284.0694,147.2079,773.5,658.9355,171.5779,817,1039.48799999803
284.0407,147.0551,769,658.8558,171.2216,831,1071.62880000472
284.0892,146.8914,756.5,658.7907,171.0113,823.5,1103.6032000035
284.0963,146.9783,760,658.8634,171.1162,823.5,1135.38560000062
284.0981,146.9638,764.5,658.9951,171.3509,816.5,1167.6032000035
284.1291,147.0882,769.5,658.7941,171.1603,825.5,1215.65439999849
284.0406,147.1017,767,659.0142,171.5823,811.5,1247.50079999864
284.0885,146.8452,764.5,658.8619,171.243,835.5,1279.50079999864
284.0771,146.9884,761,658.86,171.2332,826,1311.47520000488
284.0945,147.0247,763.5,658.9758,171.3226,811.5,1343.57760000229
284.0752,146.9351,765,658.8259,171.4294,826,1375.47520000488
284.0737,146.9978,764.5,658.7399,171.2192,832.5,1415.3471999988
284.0376,147.1282,763,659.0106,171.6595,814,1439.47520000488
284.0743,146.9573,760.5,658.9402,171.2906,819,1471.42400000244
284.1035,146.9998,763.5,658.8796,171.3109,824,1504.66560000181
284.1158,146.9428,764,658.7942,171.1004,828.5,1544.15359999985
284.0771,146.9786,762.5,658.7723,171.0274,820.5,1583.6032000035
284.0974,147.0419,768,658.8676,171.2272,819.5,1615.75680000335
284.0421,147.1088,763,658.6335,170.854,839,1647.66719999909
284.0414,147.0633,764,658.7999,171.1584,826,1679.52639999986
284.0671,146.9494,757,658.8252,171.1762,820,1711.6032000035
284.0006,147.0855,766,658.7617,171.1223,833,1743.6032000035
284.1363,146.8716,763,658.8666,171.2542,815,1775.38560000062
284.1368,147.0044,764,658.6949,170.8436,815,1807.44960000366
284.1367,146.9388,770.5,658.7875,171.1389,826.5,1839.44960000366
284.0368,147.0656,757,658.942,171.3078,822,1871.47520000488
284.0067,147.1557,767.5,658.9266,171.4978,812.5,1903.46240000427
284.0838,147.054,765.5,658.7858,171.1116,824,1951.73120000213
284.1351,146.9381,762.5,658.9196,171.3901,822.5,1983.57760000229
284.0722,147.0334,768.5,658.8868,171.1287,820,2015.97439999878
284.116,146.9671,770,658.8074,171.1111,820.5,2048.38400000334
284.093,146.885,765.5,658.9727,171.427,823.5,2079.74400000274
284.0418,147.0713,762,658.9134,171.348,820,2111.50079999864
284.066,146.9406,760,659.0531,171.4438,816,2144
284.1534,146.8825,763,658.8911,171.3309,822,2175.71840000153
284.1363,146.8908,757,658.9449,171.504,816.5,2207.64159999788
284.0847,146.9764,769.5,658.8334,171.0765,814.5,2239.64159999788
284.1126,147.1108,761,658.9457,171.5364,813.5,2287.57760000229
284.0811,146.912,763,658.9219,171.2444,830,2319.43680000305
284.0282,147.1755,763.5,658.8566,171.0488,826,2351.53920000046
284.0981,147.079,757.5,658.941,171.2475,811.5,2383.5904000029
284.0917,147.0109,765,658.7437,171.0118,835,2415.76960000396
284.0435,146.9639,762.5,658.8546,171.3122,828.5,2447.73120000213
284.0123,147.143,771.5,658.8351,171.2005,822,2479.6799999997
284.0969,147.0022,762,659.0121,171.5284,809,2511.62880000472
284.1551,146.9939,769.5,658.8243,171.2411,820.5,2544.02560000122
284.0605,147.0954,769,658.7443,171.1653,817.5,2576.43519999832
284.0925,146.8626,757,658.7275,171.0455,827,2608.03840000182
284.0726,147.0072,759.5,658.9825,171.337,812.5,2655.53920000046
284.0703,146.9917,760.5,658.8448,171.0833,822.5,2687.44960000366
284.1352,147.0078,770.5,658.7718,170.9891,824.5,2719.6799999997
284.1455,146.9821,756,658.879,171.1534,817,2751.47520000488
284.017,147.0418,766,658.9626,171.3818,819,2783.6032000035
284.1066,147.0916,766,658.9773,171.4666,814,2815.66719999909
284.0757,146.9546,760,658.9141,171.4828,823,2847.5904000029
283.9976,147.1822,761,658.8757,171.2052,826,2880.03840000182
284.1291,146.8474,761.5,658.7841,171.1788,830.5,2911.70560000092
